epochs steps out_loss offset_loss train_accuracy time
117 33 0.964 2.048 0.715 2547.153
117 34 0.669 2.113 0.780 2547.354
117 35 1.205 1.967 0.680 2547.568
117 36 0.961 2.184 0.737 2547.746
117 37 0.782 2.194 0.758 2547.951
117 38 0.467 1.927 0.848 2548.162
117 39 0.839 1.998 0.718 2548.359
117 40 0.324 2.064 0.910 2548.548
117 41 0.833 2.278 0.753 2548.732
117 42 0.904 2.057 0.797 2548.936
117 43 0.675 2.065 0.834 2549.132
117 44 0.441 1.954 0.863 2549.328
117 45 0.797 2.169 0.794 2549.515
117 46 0.672 2.111 0.774 2549.698
117 47 1.173 2.710 0.635 2549.897
117 48 1.031 2.194 0.712 2550.092
117 49 0.793 1.979 0.812 2550.285
118 0 0.468 2.042 0.844 2560.677
118 1 0.639 2.041 0.815 2560.885
118 2 0.934 2.168 0.772 2561.402
118 3 0.610 1.818 0.844 2561.633
118 4 0.817 2.097 0.692 2561.829
118 5 1.105 1.900 0.678 2562.026
118 6 0.891 1.901 0.720 2562.231
118 7 1.107 2.075 0.684 2562.412
118 8 0.713 2.299 0.772 2562.676
118 9 0.634 1.923 0.840 2562.936
118 10 0.636 2.106 0.814 2563.162
118 11 0.993 2.052 0.682 2563.356
118 12 1.001 2.142 0.753 2563.552
118 13 1.033 1.925 0.758 2563.769
118 14 0.897 2.002 0.688 2563.968
118 15 1.009 2.101 0.701 2564.172
118 16 0.528 2.035 0.853 2564.375
118 17 1.319 2.142 0.619 2564.562
118 18 0.698 1.981 0.779 2564.749
118 19 1.121 2.292 0.656 2564.965
118 20 0.984 1.991 0.692 2565.175
118 21 0.860 2.208 0.743 2565.394
118 22 0.886 2.104 0.732 2565.615
118 23 0.625 1.972 0.825 2565.830
118 24 0.729 2.338 0.746 2566.033
118 25 0.838 2.037 0.684 2566.259
118 26 0.985 2.102 0.686 2566.469
118 27 0.693 2.421 0.705 2566.706
118 28 0.961 2.294 0.740 2566.901
118 29 1.104 2.160 0.671 2567.107
118 30 0.586 2.143 0.770 2567.317
118 31 0.931 2.030 0.693 2567.537
118 32 1.191 1.889 0.689 2567.760
118 33 0.835 2.203 0.702 2567.979
118 34 0.681 1.986 0.736 2568.171
118 35 0.586 2.052 0.802 2568.349
118 36 1.102 2.230 0.649 2568.547
118 37 0.585 2.041 0.788 2568.719
118 38 0.774 2.190 0.729 2568.917
118 39 0.907 2.202 0.637 2569.092
118 40 0.906 2.440 0.692 2569.289
118 41 0.996 2.096 0.647 2569.483
118 42 0.713 2.106 0.756 2569.683
118 43 0.762 2.226 0.668 2569.879
118 44 0.740 2.099 0.733 2570.076
118 45 0.949 2.138 0.651 2570.267
118 46 0.771 2.033 0.749 2570.460
118 47 0.775 2.455 0.757 2570.648
118 48 0.716 1.917 0.713 2570.869
118 49 1.064 2.008 0.700 2571.075
119 0 0.796 1.948 0.691 2581.963
119 1 0.534 1.939 0.812 2582.191
119 2 0.809 2.071 0.742 2582.704
119 3 0.944 2.203 0.707 2582.932
119 4 0.542 1.960 0.802 2583.162
119 5 1.285 2.305 0.571 2583.369
119 6 0.651 2.102 0.765 2583.585
119 7 0.964 2.243 0.660 2583.871
119 8 0.856 1.908 0.779 2584.132
119 9 0.676 2.049 0.778 2584.333
119 10 0.660 1.970 0.796 2584.545
119 11 0.681 2.053 0.771 2584.746
119 12 0.523 2.017 0.862 2584.955
119 13 0.629 2.165 0.805 2585.179
119 14 0.856 2.586 0.777 2585.399
119 15 0.584 2.125 0.855 2585.610
119 16 0.950 2.018 0.711 2585.806
119 17 0.609 2.183 0.816 2586.037
119 18 0.571 2.049 0.815 2586.235
119 19 0.646 2.383 0.816 2586.443
119 20 0.811 2.268 0.695 2586.638
119 21 0.703 2.115 0.789 2586.856
119 22 0.489 1.903 0.868 2587.064
119 23 0.825 2.027 0.760 2587.255
119 24 0.954 2.162 0.737 2587.468
119 25 0.733 2.092 0.785 2587.685
119 26 0.766 2.241 0.752 2587.899
119 27 0.503 1.921 0.826 2588.108
119 28 0.916 2.065 0.785 2588.317
119 29 0.930 1.982 0.786 2588.541
119 30 0.824 2.105 0.768 2588.754
119 31 0.523 2.073 0.834 2588.975
119 32 0.886 2.024 0.809 2589.185
119 33 0.789 2.234 0.763 2589.388
119 34 0.576 2.134 0.838 2589.590
119 35 0.631 2.089 0.818 2589.786
119 36 0.918 1.935 0.664 2589.984
119 37 0.645 2.290 0.805 2590.178
119 38 0.450 2.011 0.881 2590.366
119 39 0.677 2.046 0.792 2590.574
119 40 0.960 2.217 0.762 2590.776
119 41 0.863 2.194 0.719 2590.957
119 42 0.474 2.217 0.862 2591.154
119 43 0.917 2.269 0.733 2591.340
119 44 0.769 2.210 0.760 2591.547
119 45 1.069 2.410 0.715 2591.737
119 46 0.918 2.126 0.794 2591.938
119 47 0.862 2.362 0.776 2592.135
119 48 0.921 2.077 0.794 2592.327
119 49 0.890 2.212 0.732 2592.524
120 0 0.613 1.948 0.830 2603.937
120 1 0.949 2.197 0.779 2604.145
120 2 0.829 2.245 0.784 2604.399
120 3 0.673 1.956 0.827 2604.635
120 4 0.709 2.010 0.794 2604.859
120 5 0.605 2.170 0.806 2605.119
120 6 0.803 2.125 0.816 2605.316
120 7 0.840 2.003 0.726 2605.591
120 8 0.644 2.212 0.821 2605.834
120 9 0.906 2.168 0.707 2606.053
120 10 0.766 2.047 0.841 2606.254
120 11 0.466 2.117 0.874 2606.464
120 12 0.788 2.167 0.748 2606.670
120 13 0.907 2.248 0.820 2606.866
120 14 0.748 2.209 0.762 2607.076
120 15 1.122 2.360 0.627 2607.300
120 16 0.689 1.989 0.787 2607.520
120 17 0.416 2.013 0.881 2607.720
120 18 0.644 2.229 0.855 2607.952
120 19 0.884 1.908 0.761 2608.188
120 20 0.408 1.934 0.893 2608.371
120 21 0.606 1.967 0.822 2608.573
120 22 0.546 2.202 0.852 2608.793
120 23 0.718 2.255 0.768 2608.999
120 24 0.911 2.285 0.727 2609.214
120 25 0.610 1.994 0.825 2609.418
120 26 0.510 1.972 0.871 2609.631
120 27 0.911 2.153 0.697 2609.834
120 28 0.514 1.941 0.839 2610.056
120 29 0.566 2.056 0.782 2610.280
120 30 0.668 2.339 0.750 2610.523
120 31 0.669 1.962 0.832 2610.737
120 32 0.891 2.236 0.706 2610.939
120 33 0.883 2.147 0.730 2611.147
120 34 0.603 1.992 0.800 2611.345
120 35 1.055 2.086 0.697 2611.555
120 36 0.888 2.069 0.708 2611.750
120 37 0.836 2.240 0.761 2611.948
120 38 0.735 2.030 0.770 2612.151
120 39 0.582 2.059 0.829 2612.335
120 40 0.556 2.061 0.854 2612.535
120 41 0.695 2.052 0.770 2612.720
120 42 1.000 2.154 0.725 2612.936
120 43 0.803 2.214 0.742 2613.164
120 44 0.703 2.027 0.815 2613.353
120 45 0.639 2.225 0.813 2613.556
120 46 0.890 2.254 0.683 2613.748
120 47 0.700 2.038 0.776 2613.942
120 48 0.695 1.944 0.806 2614.138
120 49 0.820 1.868 0.763 2614.321
121 0 0.511 1.959 0.796 2625.372
121 1 0.423 1.995 0.846 2625.555
121 2 0.798 2.036 0.735 2625.797
121 3 0.875 2.276 0.736 2626.025
121 4 0.557 2.276 0.854 2626.233
121 5 0.570 2.075 0.819 2626.451
121 6 0.884 2.248 0.796 2626.652
121 7 0.541 2.065 0.819 2626.860
121 8 0.902 2.130 0.700 2627.096
121 9 0.823 2.220 0.770 2627.294
121 10 1.212 2.176 0.683 2627.468
121 11 1.508 2.143 0.631 2627.754
121 12 0.772 2.235 0.784 2628.015
121 13 0.579 2.010 0.817 2628.279
121 14 0.567 1.948 0.840 2628.517
121 15 0.858 2.097 0.759 2628.723
121 16 0.681 2.219 0.748 2628.918
121 17 1.108 2.060 0.695 2629.122
121 18 1.324 2.114 0.667 2629.320
121 19 0.884 2.042 0.725 2629.541
121 20 0.935 1.946 0.746 2629.751
121 21 0.578 2.076 0.813 2629.957
121 22 0.526 1.918 0.836 2630.158
121 23 0.749 2.114 0.766 2630.348
121 24 0.916 2.337 0.724 2630.565
121 25 0.725 2.011 0.786 2630.766
121 26 0.718 1.920 0.784 2630.953
121 27 1.057 2.209 0.706 2631.155
121 28 0.872 2.052 0.734 2631.394
121 29 0.732 2.198 0.777 2631.615
121 30 0.847 2.231 0.708 2631.829
121 31 0.642 2.252 0.768 2632.027
121 32 0.645 2.047 0.789 2632.236
121 33 0.610 2.356 0.788 2632.436
121 34 0.789 2.136 0.754 2632.640
121 35 1.120 2.030 0.637 2632.824
121 36 0.609 2.091 0.775 2633.032
121 37 0.721 1.931 0.773 2633.211
121 38 0.970 2.009 0.685 2633.425
121 39 0.580 2.065 0.812 2633.622
121 40 0.720 2.084 0.722 2633.819
121 41 0.818 1.946 0.669 2634.025
121 42 1.101 2.027 0.589 2634.211
121 43 1.039 2.016 0.683 2634.410
121 44 0.631 2.108 0.841 2634.605
121 45 0.784 2.038 0.695 2634.807
121 46 0.741 2.431 0.755 2634.997
121 47 1.062 2.224 0.663 2635.192
121 48 0.975 2.120 0.682 2635.378
121 49 0.760 2.043 0.687 2635.567
122 0 0.723 2.045 0.747 2646.619
122 1 1.137 2.350 0.608 2646.811
122 2 0.463 2.143 0.825 2647.068
122 3 0.796 2.438 0.665 2647.265
122 4 0.755 1.877 0.760 2647.462
122 5 0.892 2.288 0.694 2647.696
122 6 0.721 2.279 0.781 2647.897
122 7 0.933 2.214 0.681 2648.136
122 8 0.593 2.149 0.831 2648.334
122 9 0.413 2.030 0.878 2648.576
122 10 0.763 2.165 0.724 2648.851
122 11 0.633 2.047 0.803 2649.047
122 12 0.755 2.041 0.779 2649.249
122 13 0.528 1.933 0.809 2649.496
122 14 0.736 2.223 0.743 2649.763
122 15 0.763 2.208 0.774 2649.992
122 16 1.172 2.165 0.693 2650.200
122 17 1.067 2.187 0.723 2650.398
122 18 0.767 2.061 0.759 2650.605
122 19 0.543 2.058 0.850 2650.810
122 20 1.002 2.098 0.757 2651.006
122 21 0.619 2.080 0.843 2651.220
122 22 0.736 1.977 0.813 2651.434
122 23 1.050 2.017 0.732 2651.645
122 24 0.674 2.166 0.822 2651.848
122 25 1.159 2.304 0.683 2652.044
122 26 0.620 2.230 0.847 2652.256
122 27 0.816 2.123 0.732 2652.478
122 28 0.721 2.019 0.759 2652.691
122 29 0.716 2.135 0.814 2652.894
122 30 0.571 1.893 0.843 2653.117
122 31 0.882 1.995 0.741 2653.349
122 32 0.989 1.964 0.759 2653.561
122 33 1.002 2.074 0.703 2653.755
122 34 0.825 2.186 0.763 2653.937
122 35 1.146 2.166 0.677 2654.129
122 36 1.154 2.052 0.666 2654.321
122 37 0.710 1.983 0.807 2654.495
122 38 0.758 2.173 0.814 2654.690
122 39 0.712 1.970 0.843 2654.869
122 40 0.619 2.066 0.827 2655.045
122 41 0.551 1.983 0.840 2655.245
122 42 0.838 2.021 0.791 2655.428
122 43 1.046 2.082 0.687 2655.605
122 44 0.832 2.469 0.749 2655.794
122 45 0.818 2.130 0.770 2655.993
122 46 0.765 2.334 0.773 2656.172
122 47 0.703 1.971 0.846 2656.370
122 48 0.925 2.298 0.716 2656.570
122 49 1.524 1.882 0.645 2656.775
123 0 0.677 2.245 0.830 2668.280
123 1 0.649 2.080 0.794 2668.490
123 2 1.034 2.320 0.710 2668.727
123 3 0.829 2.181 0.715 2668.980
123 4 0.606 2.256 0.829 2669.251
123 5 0.850 2.277 0.756 2669.450
123 6 1.202 2.230 0.622 2669.657
123 7 0.489 2.028 0.858 2669.924
123 8 0.551 2.110 0.812 2670.250
123 9 0.633 2.159 0.807 2670.467
123 10 1.025 2.321 0.672 2670.665
123 11 0.531 1.919 0.808 2670.867
123 12 0.915 2.003 0.753 2671.080
123 13 0.853 2.352 0.738 2671.283
123 14 0.748 2.104 0.766 2671.468
123 15 0.696 2.203 0.778 2671.683
123 16 0.612 2.254 0.805 2671.893
123 17 0.584 2.150 0.827 2672.097
123 18 0.699 1.936 0.803 2672.296
123 19 0.796 2.018 0.730 2672.511
123 20 0.975 2.099 0.742 2672.728
123 21 0.882 2.117 0.742 2672.940
123 22 0.853 2.093 0.736 2673.151
123 23 0.896 2.247 0.706 2673.349
123 24 0.787 1.969 0.733 2673.563
123 25 0.654 2.195 0.770 2673.762
123 26 0.764 2.066 0.743 2674.000
123 27 0.704 2.304 0.803 2674.192
123 28 0.933 1.977 0.660 2674.380
123 29 0.762 2.181 0.718 2674.582
123 30 0.743 2.124 0.746 2674.790
123 31 0.765 2.025 0.804 2675.027
123 32 0.899 2.045 0.719 2675.238
123 33 0.758 2.165 0.761 2675.437
123 34 0.522 1.944 0.804 2675.630
123 35 0.976 2.132 0.749 2675.824
123 36 0.892 2.118 0.718 2676.017
123 37 0.633 1.904 0.786 2676.211
123 38 0.474 1.984 0.852 2676.404
123 39 0.692 1.922 0.782 2676.602
123 40 0.614 2.009 0.780 2676.805
123 41 0.886 2.003 0.685 2677.003
123 42 0.902 2.058 0.722 2677.194
123 43 1.042 2.059 0.692 2677.387
123 44 0.516 2.066 0.880 2677.568
123 45 0.679 2.126 0.761 2677.749
123 46 0.580 2.034 0.826 2677.924
123 47 0.800 1.912 0.709 2678.129
123 48 1.222 1.949 0.726 2678.328
123 49 0.876 2.435 0.681 2678.510
124 0 0.736 1.971 0.778 2689.017
124 1 0.718 1.969 0.762 2689.214
124 2 0.711 2.316 0.796 2689.408
124 3 1.065 1.859 0.759 2689.910
124 4 0.815 2.091 0.773 2690.108
124 5 0.738 1.938 0.785 2690.299
124 6 0.930 2.271 0.731 2690.539
124 7 0.926 2.079 0.672 2690.738
124 8 0.719 2.069 0.743 2690.937
124 9 0.880 2.111 0.713 2691.196
124 10 0.831 2.146 0.813 2691.507
124 11 0.938 2.179 0.771 2691.751
124 12 0.906 2.149 0.718 2691.945
124 13 1.295 2.264 0.659 2692.150
124 14 0.416 1.983 0.867 2692.369
124 15 0.607 2.107 0.773 2692.577
124 16 0.626 2.109 0.832 2692.868
124 17 0.986 2.426 0.679 2693.089
124 18 0.708 2.102 0.796 2693.332
124 19 0.760 2.174 0.763 2693.511
124 20 1.101 2.180 0.685 2693.722
124 21 0.436 1.819 0.875 2693.956
124 22 1.054 1.784 0.726 2694.170
124 23 0.663 2.279 0.794 2694.405
124 24 1.113 2.359 0.673 2694.611
124 25 0.838 2.065 0.703 2694.832
124 26 1.154 2.198 0.605 2695.049
124 27 0.820 2.017 0.765 2695.252
124 28 0.992 1.949 0.833 2695.477
124 29 0.548 1.867 0.839 2695.694
124 30 0.729 2.145 0.772 2695.915
124 31 0.633 2.131 0.817 2696.130
124 32 0.789 2.103 0.773 2696.322
124 33 0.714 1.797 0.799 2696.515
124 34 0.828 2.152 0.705 2696.709
124 35 0.938 1.820 0.798 2696.930
124 36 0.644 2.015 0.815 2697.132
124 37 0.498 2.052 0.845 2697.321
124 38 0.535 2.026 0.836 2697.506
124 39 0.699 2.055 0.835 2697.710
124 40 0.810 1.927 0.752 2697.914
124 41 0.732 2.182 0.783 2698.119
124 42 0.816 2.108 0.704 2698.320
124 43 0.438 2.131 0.871 2698.519
124 44 0.622 2.208 0.801 2698.731
124 45 1.126 2.181 0.713 2698.925
124 46 0.789 2.053 0.787 2699.128
124 47 1.119 2.107 0.666 2699.325
124 48 0.887 2.297 0.742 2699.532
124 49 0.920 2.221 0.772 2699.730
125 0 0.435 1.999 0.868 2711.482
125 1 0.835 2.150 0.755 2711.699
125 2 0.447 2.059 0.886 2711.904
125 3 0.672 2.323 0.800 2712.107
125 4 0.847 2.036 0.742 2712.315
125 5 0.817 2.179 0.767 2712.507
125 6 0.919 2.227 0.710 2712.714
125 7 0.503 2.015 0.848 2712.900
125 8 0.781 1.875 0.771 2713.174
125 9 0.404 1.909 0.862 2713.355
125 10 0.706 2.097 0.799 2713.583
125 11 0.738 2.260 0.809 2713.786
125 12 0.663 2.319 0.804 2713.991
125 13 0.768 2.026 0.800 2714.194
125 14 0.616 1.985 0.766 2714.389
125 15 0.656 2.021 0.781 2714.586
125 16 0.691 2.009 0.775 2714.809
125 17 1.320 2.410 0.662 2715.012
125 18 0.580 1.968 0.828 2715.200
125 19 0.741 2.055 0.752 2715.393
125 20 0.757 2.288 0.759 2715.611
125 21 0.886 2.444 0.702 2715.820
125 22 0.918 2.103 0.704 2716.028
125 23 0.790 2.413 0.755 2716.234
125 24 0.722 2.096 0.764 2716.429
125 25 0.998 2.233 0.673 2716.661
125 26 0.596 1.962 0.833 2716.863
125 27 0.741 2.253 0.804 2717.081
125 28 1.173 2.015 0.752 2717.282
125 29 0.934 2.274 0.720 2717.491
125 30 0.410 2.224 0.873 2717.683
125 31 0.653 2.290 0.799 2717.874
125 32 0.803 2.102 0.752 2718.136
125 33 0.656 2.099 0.790 2718.328
125 34 0.640 1.936 0.832 2718.526
125 35 0.473 2.104 0.875 2718.710
125 36 0.853 2.264 0.728 2718.911
125 37 0.602 2.092 0.847 2719.117
125 38 0.576 1.995 0.829 2719.320
125 39 0.717 2.236 0.815 2719.518
125 40 0.672 1.911 0.747 2719.706
125 41 0.857 2.048 0.764 2719.907
125 42 0.468 1.987 0.870 2720.101
125 43 0.689 2.323 0.732 2720.296
125 44 0.389 2.134 0.878 2720.476
125 45 0.462 1.939 0.869 2720.671
125 46 0.759 2.146 0.777 2720.865
125 47 0.834 2.149 0.763 2721.053
125 48 1.376 2.320 0.618 2721.251
125 49 0.818 1.928 0.779 2721.445
126 0 0.618 2.143 0.805 2732.075
126 1 0.756 2.373 0.745 2732.304
126 2 0.838 2.197 0.726 2732.548
126 3 0.912 2.160 0.741 2732.794
126 4 0.879 2.095 0.752 2733.016
126 5 0.697 1.959 0.820 2733.222
126 6 0.783 2.121 0.778 2733.479
126 7 0.912 2.089 0.737 2733.688
126 8 0.602 2.144 0.783 2733.885
126 9 0.760 2.238 0.751 2734.093
126 10 0.845 2.148 0.802 2734.292
126 11 0.572 2.028 0.838 2734.475
126 12 1.001 2.264 0.673 2734.691
126 13 0.637 2.137 0.778 2734.898
126 14 0.730 2.016 0.760 2735.124
126 15 0.745 2.189 0.720 2735.324
126 16 0.875 2.383 0.765 2735.525
126 17 0.941 2.020 0.711 2735.724
126 18 0.519 2.060 0.846 2735.918
126 19 1.010 2.492 0.701 2736.115
126 20 0.667 1.984 0.821 2736.297
126 21 0.808 1.930 0.845 2736.495
126 22 0.830 2.176 0.788 2736.694
126 23 0.806 2.174 0.762 2736.909
126 24 0.822 2.051 0.765 2737.123
126 25 0.514 2.254 0.849 2737.311
126 26 0.835 2.065 0.778 2737.503
126 27 0.530 2.139 0.857 2737.699
126 28 0.766 2.034 0.787 2737.901
126 29 0.860 2.160 0.702 2738.142
126 30 0.861 2.025 0.738 2738.355
126 31 0.593 1.939 0.821 2738.551
126 32 0.826 2.067 0.741 2738.758
126 33 0.601 1.969 0.826 2738.943
126 34 0.861 2.288 0.754 2739.128
126 35 1.117 2.273 0.679 2739.315
126 36 0.715 2.272 0.798 2739.500
126 37 0.514 2.093 0.836 2739.697
126 38 0.817 1.979 0.802 2739.897
126 39 0.707 1.964 0.789 2740.086
126 40 0.644 2.180 0.806 2740.290
126 41 0.863 2.037 0.777 2740.494
126 42 1.112 2.092 0.617 2740.705
126 43 1.027 2.172 0.725 2740.888
126 44 0.877 2.138 0.728 2741.065
126 45 0.790 2.203 0.752 2741.274
126 46 0.706 2.083 0.778 2741.491
126 47 0.670 2.122 0.761 2741.718
126 48 0.837 2.153 0.741 2741.919
126 49 0.684 2.039 0.772 2742.119
127 0 0.482 2.011 0.803 2753.046
127 1 0.712 2.118 0.837 2753.237
127 2 0.720 2.223 0.780 2753.419
127 3 0.541 2.048 0.847 2753.682
127 4 0.763 2.005 0.740 2753.862
127 5 0.562 2.345 0.820 2754.102
127 6 0.577 2.161 0.818 2754.308
127 7 0.628 2.005 0.807 2754.533
127 8 0.897 1.940 0.736 2754.738
127 9 0.693 2.070 0.802 2754.952
127 10 0.632 2.103 0.817 2755.238
127 11 0.740 2.143 0.761 2755.425
127 12 0.751 2.210 0.766 2755.666
127 13 1.220 2.382 0.638 2755.867
127 14 0.681 2.116 0.790 2756.149
127 15 1.031 1.981 0.729 2756.410
127 16 0.480 1.942 0.841 2756.626
127 17 0.373 1.960 0.880 2756.824
127 18 0.759 2.100 0.735 2757.036
127 19 1.309 2.252 0.662 2757.234
127 20 0.881 1.833 0.743 2757.450
127 21 0.697 1.936 0.822 2757.672
127 22 0.407 2.037 0.885 2757.906
127 23 0.747 1.918 0.821 2758.148
127 24 0.753 2.213 0.730 2758.333
127 25 0.972 2.428 0.653 2758.546
127 26 0.732 2.339 0.769 2758.758
127 27 0.989 2.241 0.690 2758.968
127 28 1.200 2.105 0.615 2759.189
127 29 0.850 2.006 0.745 2759.391
127 30 0.647 2.318 0.815 2759.618
127 31 0.517 1.923 0.846 2759.829
127 32 0.770 2.122 0.705 2760.020
127 33 0.619 1.951 0.795 2760.225
127 34 0.723 2.085 0.766 2760.434
127 35 0.898 2.107 0.687 2760.633
127 36 1.199 2.348 0.637 2760.827
127 37 0.806 2.119 0.766 2761.020
127 38 0.835 1.830 0.761 2761.209
127 39 0.648 1.963 0.806 2761.404
127 40 0.741 2.151 0.813 2761.597
127 41 0.864 2.236 0.722 2761.788
127 42 0.694 2.266 0.798 2761.988
127 43 0.890 2.306 0.721 2762.164
127 44 0.869 2.415 0.757 2762.362
127 45 0.829 2.197 0.738 2762.571
127 46 0.728 2.343 0.727 2762.769
127 47 0.524 1.998 0.836 2762.987
127 48 0.703 1.965 0.824 2763.165
127 49 0.661 1.969 0.796 2763.365
128 0 0.725 1.992 0.831 2775.110
128 1 0.822 2.074 0.757 2775.407
128 2 0.583 2.083 0.817 2775.632
128 3 0.842 2.137 0.756 2775.827
128 4 0.471 1.992 0.821 2776.041
128 5 0.473 2.010 0.869 2776.253
128 6 0.475 2.014 0.834 2776.460
128 7 0.686 1.998 0.819 2776.691
128 8 0.467 2.200 0.835 2776.913
128 9 0.863 1.985 0.738 2777.105
128 10 0.810 2.180 0.738 2777.308
128 11 0.628 2.105 0.811 2777.529
128 12 0.835 2.034 0.736 2777.744
128 13 0.567 2.098 0.753 2777.988
128 14 0.685 2.092 0.790 2778.183
128 15 0.532 1.998 0.841 2778.389
128 16 0.954 2.137 0.685 2778.623
128 17 0.534 2.310 0.787 2778.827
128 18 0.780 2.026 0.766 2779.012
128 19 0.611 2.145 0.809 2779.218
128 20 0.703 2.045 0.785 2779.441
128 21 0.985 2.156 0.674 2779.664
128 22 0.739 2.108 0.712 2779.878
128 23 0.644 2.158 0.757 2780.096
128 24 1.028 2.186 0.639 2780.317
128 25 0.699 2.152 0.807 2780.540
128 26 0.753 2.035 0.777 2780.749
128 27 1.006 2.306 0.644 2780.922
128 28 0.632 2.126 0.818 2781.114
128 29 0.560 1.952 0.807 2781.404
128 30 0.731 1.943 0.746 2781.637
128 31 0.732 1.967 0.772 2781.887
128 32 1.037 1.944 0.711 2782.085
128 33 0.560 2.083 0.790 2782.280
128 34 0.476 2.134 0.802 2782.473
128 35 1.195 2.315 0.599 2782.666
128 36 0.529 1.896 0.813 2782.873
128 37 0.877 2.032 0.795 2783.093
128 38 0.777 2.185 0.822 2783.298
128 39 1.186 2.491 0.611 2783.484
128 40 1.344 2.527 0.639 2783.684
128 41 0.766 2.324 0.749 2783.877
128 42 0.750 2.123 0.731 2784.061
128 43 0.610 2.063 0.751 2784.264
128 44 0.633 2.288 0.763 2784.450
128 45 0.847 2.114 0.691 2784.644
128 46 0.623 2.098 0.819 2784.857
128 47 0.930 2.138 0.747 2785.051
128 48 0.874 2.423 0.666 2785.240
128 49 0.724 2.090 0.752 2785.435
129 0 0.678 2.136 0.764 2796.774
129 1 0.937 2.042 0.644 2797.010
129 2 0.833 1.899 0.715 2797.443
129 3 0.695 2.151 0.787 2797.677
129 4 0.650 1.954 0.793 2797.905
129 5 0.994 2.099 0.759 2798.179
129 6 1.089 2.257 0.654 2798.429
129 7 0.786 2.216 0.726 2798.639
129 8 0.943 2.127 0.732 2798.837
129 9 1.071 2.200 0.687 2799.053
129 10 1.469 2.226 0.576 2799.256
129 11 0.453 2.127 0.825 2799.472
129 12 0.353 2.299 0.880 2799.697
129 13 0.996 2.271 0.687 2799.900
129 14 0.643 2.292 0.802 2800.097
129 15 1.209 2.139 0.672 2800.288
129 16 1.016 2.064 0.698 2800.518
129 17 0.653 1.875 0.778 2800.715
129 18 0.388 2.051 0.867 2800.907
129 19 1.114 2.241 0.623 2801.108
129 20 0.797 2.079 0.754 2801.299
129 21 0.804 2.213 0.723 2801.562
129 22 0.528 2.081 0.847 2801.782
129 23 0.768 2.028 0.745 2801.995
129 24 1.064 2.177 0.736 2802.213
129 25 0.756 2.421 0.795 2802.423
129 26 0.725 2.158 0.786 2802.673
129 27 0.627 2.044 0.814 2802.870
129 28 0.972 2.166 0.734 2803.082
129 29 0.864 2.144 0.713 2803.282
129 30 0.991 1.941 0.760 2803.497
129 31 0.537 2.051 0.863 2803.696
129 32 0.503 2.247 0.839 2803.892
129 33 0.726 2.204 0.808 2804.084
129 34 1.015 2.009 0.677 2804.288
129 35 0.787 2.027 0.713 2804.466
129 36 0.678 2.273 0.823 2804.650
129 37 0.726 2.056 0.802 2804.834
129 38 0.661 2.050 0.826 2805.018
129 39 0.929 2.150 0.703 2805.210
129 40 0.914 2.447 0.689 2805.410
129 41 0.645 2.242 0.770 2805.598
129 42 1.175 1.910 0.708 2805.779
129 43 0.720 2.259 0.775 2805.981
129 44 0.780 2.127 0.728 2806.181
129 45 0.908 2.357 0.744 2806.370
129 46 1.058 2.265 0.660 2806.559
129 47 0.413 2.065 0.876 2806.747
129 48 0.580 1.952 0.856 2806.950
129 49 0.879 2.289 0.727 2807.143
130 0 0.949 2.125 0.708 2818.196
130 1 0.838 2.110 0.764 2818.383
130 2 0.780 2.358 0.699 2818.578
130 3 0.859 2.158 0.775 2818.938
130 4 0.816 2.251 0.749 2819.175
130 5 0.858 2.015 0.744 2819.370
130 6 0.621 2.189 0.832 2819.564
130 7 0.740 2.020 0.850 2819.778
130 8 0.653 2.180 0.724 2819.993
130 9 0.634 2.121 0.787 2820.214
130 10 0.676 2.011 0.781 2820.465
130 11 0.835 2.150 0.776 2820.660
130 12 1.035 1.953 0.682 2820.893
130 13 0.735 2.054 0.727 2821.228
130 14 1.078 2.302 0.743 2821.491
130 15 0.473 1.982 0.903 2821.715
130 16 0.954 1.942 0.727 2821.935
130 17 1.516 2.002 0.573 2822.143
130 18 0.677 2.289 0.742 2822.355
130 19 0.350 1.997 0.853 2822.547
130 20 0.726 1.905 0.781 2822.752
130 21 1.094 2.065 0.641 2822.977
130 22 0.868 2.009 0.769 2823.182
130 23 0.567 2.315 0.825 2823.391
130 24 0.678 2.177 0.777 2823.619
130 25 0.400 1.924 0.871 2823.825
130 26 0.687 2.250 0.834 2824.050
130 27 0.570 2.039 0.841 2824.257
130 28 0.832 2.208 0.720 2824.457
130 29 0.708 2.196 0.817 2824.647
130 30 0.654 2.200 0.779 2824.865
130 31 0.804 2.077 0.747 2825.059
130 32 0.688 1.979 0.789 2825.277
130 33 0.698 2.323 0.792 2825.476
130 34 0.484 1.900 0.860 2825.670
130 35 0.778 2.130 0.724 2825.868
130 36 0.888 2.296 0.715 2826.047
130 37 0.798 2.045 0.766 2826.239
130 38 0.890 2.200 0.735 2826.444
130 39 0.523 1.923 0.751 2826.633
130 40 0.686 2.169 0.764 2826.820
130 41 0.527 2.056 0.820 2827.024
130 42 0.529 2.125 0.811 2827.222
130 43 0.698 2.003 0.778 2827.427
130 44 0.937 2.146 0.774 2827.629
130 45 0.517 1.973 0.843 2827.834
130 46 0.453 1.995 0.890 2828.047
130 47 0.676 1.992 0.814 2828.226
